"","k","r","s","Chimera"
"40",19.9924874506128,0.0448024770692076,3.18093220420598,"Chimera 1"
"41",19.8100189502001,0.0453358247702375,3.09785234915232,"Chimera 1"
"42",19.7407977477869,0.0466477343197993,3.10965390575934,"Chimera 1"
"43",19.5795850354425,0.0473309081194495,3.0722734300161,"Chimera 1"
"44",19.7606847164785,0.0486773241278239,2.9368372237411,"Chimera 1"
"45",19.7198615274625,0.0482944817550295,2.98416741286541,"Chimera 1"
"46",19.7206228215118,0.0487218188186679,2.93837031946154,"Chimera 1"
"47",19.708982167361,0.0497149182265108,2.85096441358567,"Chimera 1"
"48",19.1708953944293,0.0494234936387388,2.97853001236312,"Chimera 1"
"49",19.246915177814,0.0484778720548022,2.87693362872933,"Chimera 1"
"50",19.5898896358318,0.0492590691102472,2.9121011740564,"Chimera 1"
"51",19.7024854379872,0.0491844263084667,2.98344993522406,"Chimera 1"
"52",20.3252822789985,0.0490850647457971,3.121747421006,"Chimera 1"
"53",20.3331412816273,0.0484909803798414,3.0885195940277,"Chimera 1"
"54",19.9884476925388,0.0485957178000416,3.28513181896077,"Chimera 1"
"55",20.0833033288522,0.0473963085653125,3.3338321144638,"Chimera 1"
"56",20.1005558016123,0.0465986508169225,3.39914820714127,"Chimera 1"
"57",19.8810682462926,0.0475246523925715,3.30937605443454,"Chimera 1"
"58",19.8704385161782,0.047268403136478,3.35843164444462,"Chimera 1"
"59",19.6677649113909,0.0472567795493257,3.39343306493066,"Chimera 1"
"60",19.7533476437111,0.045944648208611,3.48034475888327,"Chimera 1"
"61",20.0579270930899,0.0435180727862324,3.58162194570062,"Chimera 1"
"62",20.0338251408165,0.0434605716891244,3.45210889386794,"Chimera 1"
"63",20.2137463125522,0.044563822367604,3.42881989729253,"Chimera 1"
"64",20.0702248138752,0.0437547104670774,3.50299641443558,"Chimera 1"
"65",19.9013011558732,0.0429924516107257,3.46239013627914,"Chimera 1"
"66",20.1034781340143,0.0430651688856085,3.37018861882685,"Chimera 1"
"67",20.2414012727883,0.0429603211746876,3.30985772855835,"Chimera 1"
"68",20.5092035457665,0.0426561778538732,3.41744437526319,"Chimera 1"
"69",20.3204409462872,0.0416949939907298,3.53738970207665,"Chimera 1"
"70",20.2780566493986,0.0417263773478308,3.51450169754083,"Chimera 1"
"71",20.1928236353342,0.0420920216902963,3.55729830952669,"Chimera 1"
"72",19.8898983058183,0.042116985524799,3.6166184106882,"Chimera 1"
"73",19.8660564448084,0.0405948382483582,3.87602570434464,"Chimera 1"
"74",19.6851171444604,0.0423028386517554,3.82580995143205,"Chimera 1"
"75",19.8878554987935,0.0427537730410994,3.81709643391304,"Chimera 1"
"76",20.2968543477029,0.0428594675867713,3.80644455252955,"Chimera 1"
"77",20.4660333441955,0.0431921213330157,3.63137803079735,"Chimera 1"
"78",20.4318923222544,0.0428462430975032,3.69483671182505,"Chimera 1"
"79",20.4232795721007,0.0435527406463565,3.59612570803309,"Chimera 1"
"80",20.4436810707269,0.0435126872915793,3.65417869596021,"Chimera 1"
"81",20.7231910874313,0.042247377777041,3.66731484476607,"Chimera 1"
"82",20.5848569381964,0.0428181447485032,3.39919198452958,"Chimera 1"
"83",20.6100147850939,0.0431038003852211,3.38848348541018,"Chimera 1"
"84",20.470659624416,0.0433909307512938,3.41172302130911,"Chimera 1"
"85",20.659207607683,0.0410611272609004,3.61944373240729,"Chimera 1"
"86",20.831113211794,0.0407381586520601,3.32912433330949,"Chimera 1"
"87",20.5351994119909,0.0420132157776812,3.29332206372813,"Chimera 1"
"88",20.3667520236698,0.0421819707061616,3.40610750061746,"Chimera 1"
"89",20.4279234799257,0.0424727436619302,3.44836458923006,"Chimera 1"
"90",20.4200213154956,0.0414619424382377,3.78285432183968,"Chimera 1"
"91",20.8427322738448,0.0399674213939839,3.67731854800884,"Chimera 1"
"92",21.2524182898473,0.03977646256291,3.46527500564791,"Chimera 1"
"93",21.7513697724537,0.0387733014200303,3.51801077928158,"Chimera 1"
"94",21.4600103746432,0.0389629350940088,3.61037480438096,"Chimera 1"
"95",21.3112160962668,0.0389154030001057,3.64581028802908,"Chimera 1"
"96",21.3132433922235,0.0390093860738219,3.80354422124741,"Chimera 1"
"97",21.5757426894731,0.0390758174041762,3.75566417550653,"Chimera 1"
"98",21.3916691445225,0.0388492728888697,3.91018852931088,"Chimera 1"
"99",21.4036066337929,0.0391021449591099,3.90371905310192,"Chimera 1"
"100",21.0417460724566,0.0396071042855595,3.81830762450425,"Chimera 1"
"101",21.2277307160088,0.0391794307597858,3.69265443221129,"Chimera 1"
"102",21.1578199844636,0.0401092509124694,3.6408026957845,"Chimera 1"
"103",21.1457871616515,0.0402018088542535,3.58351872874388,"Chimera 1"
"104",21.134529218939,0.0414816927477319,3.57084578912806,"Chimera 1"
"105",21.2275951365756,0.0408873503416969,3.64768076455097,"Chimera 1"
"106",21.3861912487436,0.0396241699095396,3.69642028002713,"Chimera 1"
"107",21.4453052492819,0.0378743170935266,3.62996745619742,"Chimera 1"
"108",21.2205234617979,0.0378522666040623,3.72760606333445,"Chimera 1"
"109",20.9678337725168,0.0384838994440782,3.78550239344863,"Chimera 1"
"110",20.9500624982143,0.039160915295483,3.81043732669078,"Chimera 1"
"111",20.2185742613543,0.0399239718166004,3.72964470072888,"Chimera 1"
"112",20.3778103310001,0.040903887981631,3.79992380410458,"Chimera 1"
"113",21.0620004206581,0.0387440400707023,3.7014863471489,"Chimera 1"
"114",21.0261459764154,0.039428786226121,3.67819974514516,"Chimera 1"
"115",20.7421161071089,0.0383602941681047,3.87976367868891,"Chimera 1"
"116",19.8926724908099,0.040152919337901,3.82521582753169,"Chimera 1"
"117",20.8800106403023,0.0401308192848136,3.88997805186622,"Chimera 1"
"118",20.0045806073035,0.0393499188010591,3.9441365211315,"Chimera 1"
"119",20.1701077740434,0.0399223807109051,3.87010742127372,"Chimera 1"
"120",20.0920645992158,0.0402125457215052,3.7738580697321,"Chimera 1"
"121",20.381150848274,0.0415558261242373,3.79772231932951,"Chimera 1"
"122",20.2371994095349,0.041480234747245,3.90282031849084,"Chimera 1"
"123",20.1922255389124,0.0388976538114932,4.06874845232651,"Chimera 1"
"124",20.2883672069467,0.0396745167173703,4.02464667758104,"Chimera 1"
"125",20.5407232067159,0.0375309325456046,3.94477023281139,"Chimera 1"
"126",20.7751368891061,0.0391998795143011,3.83045975465554,"Chimera 1"
"127",21.1363930343796,0.0393506037670705,3.62921886704601,"Chimera 1"
"128",20.6497327982044,0.0396640867878008,3.59539362792053,"Chimera 1"
"129",20.4168886726443,0.0404704477689312,3.52321594074725,"Chimera 1"
"130",20.4234399145655,0.0407634151558635,3.49980818198467,"Chimera 1"
"131",20.3179809440554,0.0407608373500122,3.4357679493631,"Chimera 1"
"132",19.8665063824785,0.0427090273049632,3.54683876637137,"Chimera 1"
"133",20.0263711761066,0.0422569875824145,3.65082227556668,"Chimera 1"
"134",19.9635214298908,0.0418378061750048,3.80807887958845,"Chimera 1"
"135",20.2077662162034,0.0411649841055063,3.80748654444821,"Chimera 1"
"136",20.3844690737095,0.0408532884704879,3.71190702209682,"Chimera 1"
"137",21.0474789615642,0.0396810121884148,3.60373251483885,"Chimera 1"
"138",21.1442010008967,0.0395126822107152,3.66636054349424,"Chimera 1"
"139",20.8420058905241,0.0396081547044982,3.42641958214541,"Chimera 1"
"140",20.7823620129632,0.0399894968784197,3.59875179278226,"Chimera 1"
"141",20.9425557525243,0.0406215028493702,3.59984724582822,"Chimera 1"
"142",20.7565200849433,0.0400755615213125,3.53333987758438,"Chimera 1"
"143",20.7199151197164,0.0411910119553136,3.50115585697264,"Chimera 1"
"144",20.5804601484721,0.0421776234144271,3.48304770445738,"Chimera 1"
"145",20.6842698248967,0.0423213959084199,3.47024630094022,"Chimera 1"
"146",20.5421086313318,0.0420031915141781,3.46129815560916,"Chimera 1"
"147",20.4929442595563,0.0412298691180407,3.47442926129211,"Chimera 1"
"148",20.2086113777256,0.0414166737007092,3.33344607677275,"Chimera 1"
"149",20.243990460365,0.0413859415615405,3.39904050930367,"Chimera 1"
"150",20.2207305971214,0.0415617952847114,3.41287360213015,"Chimera 1"
"151",20.613809421299,0.040639601925007,3.45098361727325,"Chimera 1"
"152",20.5831483377921,0.0403340550831086,3.6554456013233,"Chimera 1"
"153",20.558031141329,0.0424468267152622,3.31127072994722,"Chimera 1"
"154",20.4172391695425,0.0429427880860041,3.48677647847768,"Chimera 1"
"155",20.3529887680595,0.0428918403149972,3.56219850883745,"Chimera 1"
"156",20.0730431170143,0.0425040475783801,3.52699547948643,"Chimera 1"
"157",20.3080290047046,0.0437175084088242,3.30363434934038,"Chimera 1"
"158",20.3151369157968,0.0449941424209638,3.22852706673827,"Chimera 1"
"159",20.1527314242879,0.0447632438992643,3.32667146988438,"Chimera 1"
"160",19.9780320423772,0.0446027304306632,3.2740502456352,"Chimera 1"
"161",19.7557043880389,0.0471389702517385,3.23244831407166,"Chimera 1"
"162",20.0726611326107,0.0453753088236202,3.207022369972,"Chimera 1"
"163",19.8493126758829,0.0451046368979136,3.21966037403779,"Chimera 1"
"164",19.9019722400294,0.0448965663988835,3.23280373145638,"Chimera 1"
"165",19.8192034978712,0.0444530358690691,3.32973306939048,"Chimera 1"
"166",19.4982036153942,0.0436792440563529,3.57979164883376,"Chimera 1"
"167",19.7674826047909,0.0430789708047165,3.55685332885703,"Chimera 1"
"168",20.5132547023027,0.0429274839954007,3.51318497890761,"Chimera 1"
"169",20.2773454985874,0.0430376698570094,3.46551287886097,"Chimera 1"
"170",20.2700903616992,0.0423840570865446,3.49884312841443,"Chimera 1"
"171",20.2936721433097,0.0416801721079106,3.45432062047749,"Chimera 1"
"172",20.0927775022208,0.042078816503668,3.54166215255075,"Chimera 1"
"173",20.0742765572274,0.0419710472149057,3.59091549406558,"Chimera 1"
"174",19.9568533521228,0.0424834816621544,3.62765393747226,"Chimera 1"
"175",19.997649190682,0.0427474859872198,3.41815373026249,"Chimera 1"
"176",19.9696816451971,0.0430603292776567,3.43852875918797,"Chimera 1"
"177",20.2168483446834,0.0425212323719912,3.40000973331216,"Chimera 1"
"178",20.1250973559192,0.0421265807490619,3.40953216940857,"Chimera 1"
"179",20.3543877251376,0.0422085612778604,3.48259227993029,"Chimera 1"
"180",20.2573659951128,0.0422430277077076,3.56963055271681,"Chimera 1"
"181",20.4604277911844,0.0418425643510164,3.49460190238863,"Chimera 1"
"182",20.3914870008515,0.0421738247382905,3.45268596569859,"Chimera 1"
"183",19.8897513879831,0.0433775598842694,3.52058319204468,"Chimera 1"
"184",20.3674707293595,0.0429737970668318,3.49762963188313,"Chimera 1"
"185",19.9899506811706,0.0433166157244711,3.40822165393092,"Chimera 1"
"186",19.9637639282128,0.0435772298224457,3.42620342353265,"Chimera 1"
"187",19.6768546673883,0.042438287072607,3.50729036843991,"Chimera 1"
"188",19.6517782494644,0.0461074312662581,3.50489537387179,"Chimera 1"
"189",19.6359544451626,0.0447125958074993,3.34436627910243,"Chimera 1"
"190",20.158594301514,0.044218144689395,3.37000985066196,"Chimera 1"
"191",20.3646721643494,0.0425618885623886,3.36368193911427,"Chimera 1"
"192",20.469374189141,0.0428510754026285,3.35647906713572,"Chimera 1"
"193",20.14689476991,0.0431818808808212,3.4270531059278,"Chimera 1"
"194",20.1422740273081,0.04349525416038,3.23091528322094,"Chimera 1"
"195",20.3013817716131,0.0445224951838829,3.23764164929483,"Chimera 1"
"196",19.9183541041745,0.0448621833279465,3.24141628738285,"Chimera 1"
"197",19.8799526912445,0.0453752253174263,3.21799331234926,"Chimera 1"
"198",19.7304475197854,0.0455639096204012,3.38055630254978,"Chimera 1"
"199",19.6863331970099,0.0455626721759937,3.39059100130566,"Chimera 1"
"200",19.6731119369919,0.0457615249018467,3.29747688633834,"Chimera 1"
"201",19.7663407726565,0.0463064039815844,3.30672329479738,"Chimera 1"
"202",19.6047711855752,0.0457860958681073,3.28119788409065,"Chimera 1"
"203",19.9367414665114,0.0442629051352718,3.35409150725069,"Chimera 1"
"204",19.785811417617,0.0436630514202995,3.25070058613642,"Chimera 1"
"205",19.931483250268,0.0438683172302353,3.1754977297017,"Chimera 1"
"206",19.910284752113,0.0436313794177093,3.16499629140782,"Chimera 1"
"207",19.8664409551131,0.0438641914728157,3.17608257853363,"Chimera 1"
"208",19.4930866610318,0.0443363559446995,3.19519065206718,"Chimera 1"
"209",19.4424875922377,0.0425718460574383,3.19687083761238,"Chimera 1"
"210",19.4680527628738,0.042860138989299,3.1052585970067,"Chimera 1"
"211",19.2086791316181,0.0422338441844963,3.27805699841349,"Chimera 1"
"212",19.2158239262042,0.0417524743172192,3.31188488912715,"Chimera 1"
"213",19.4606804853602,0.0412599274153102,3.20540820617425,"Chimera 1"
"214",19.4308755903622,0.0417221032648509,3.12234111430771,"Chimera 1"
"215",19.4384801745325,0.0421767344950389,3.00668711532832,"Chimera 1"
"216",19.3126671922283,0.0418193054926602,2.96348077884653,"Chimera 1"
"217",19.501263955262,0.0420899245806962,2.9716042594953,"Chimera 1"
"218",19.5067475299705,0.0413475168202834,2.9052748182539,"Chimera 1"
"219",19.4091160504236,0.0417671575376722,2.95280471109116,"Chimera 1"
"220",19.3031978550176,0.0417984597409785,2.94782207411671,"Chimera 1"
"221",19.3200758651152,0.0415664529678455,2.9915193600407,"Chimera 1"
"222",19.1812001826808,0.0418715342248252,3.05696153142666,"Chimera 1"
"223",19.1115890407792,0.0407294376594452,3.38640115981577,"Chimera 1"
"224",19.564524645558,0.0414158016433071,3.26404521180403,"Chimera 1"
"225",19.3121254569331,0.0414870449451284,3.22763396000184,"Chimera 1"
"226",19.3057733497337,0.0421504080855959,3.27519686465661,"Chimera 1"
"227",19.3682000943569,0.0424063001172464,3.28841111841542,"Chimera 1"
"228",19.3276770077565,0.0426507500886373,3.18070588211901,"Chimera 1"
"229",19.2299361012588,0.041951533744975,3.22125400637437,"Chimera 1"
"230",20.057961495729,0.0422373758671343,3.10483456586102,"Chimera 1"
"231",19.8672201603508,0.043332007046347,3.12789289914564,"Chimera 1"
"232",19.9172732590053,0.0433061746258669,3.13148112760783,"Chimera 1"
"233",19.2420634923624,0.0446297421878596,3.19495722346293,"Chimera 1"
"234",20.0446353461901,0.043960410569957,3.19071247907318,"Chimera 1"
"235",20.0242989508665,0.0435836215302504,3.21238556419903,"Chimera 1"
"236",20.0169416609919,0.0437880009222094,3.26442780786639,"Chimera 1"
"237",19.7838863253388,0.0435115335530044,3.35779245079816,"Chimera 1"
"238",19.9011183226419,0.044329846231059,3.27017532225962,"Chimera 1"
"239",20.5797447246263,0.0442032462584313,3.31407545941009,"Chimera 1"
"240",20.5965712117534,0.0437686832489712,3.2870254950645,"Chimera 1"
"241",20.6541336749139,0.0428884291120071,3.26228537021224,"Chimera 1"
"242",20.7630563986204,0.04280880864921,3.39337377082021,"Chimera 1"
"243",20.4346527779692,0.0414289975679367,3.6200099395247,"Chimera 1"
"244",20.1516795862141,0.0421722940814722,3.62186116357219,"Chimera 1"
"245",19.5302036715457,0.0428842695714989,3.59275978163352,"Chimera 1"
"246",19.9477202450787,0.0425805661273687,3.43234974803155,"Chimera 1"
"247",19.5325211441333,0.0422486625570362,3.78673171436246,"Chimera 1"
"248",19.8770639836405,0.0423537406692496,3.73631140498239,"Chimera 1"
"249",19.8216569098032,0.0421033360339598,3.74347102923462,"Chimera 1"
"250",20.6849229019971,0.0400716808157422,3.71769320418912,"Chimera 1"
"251",20.8160634911355,0.0406567889471515,3.49417335089269,"Chimera 1"
"252",20.7854669405436,0.0410105945707604,3.48095305847763,"Chimera 1"
"253",20.6789537088627,0.0402920494536989,3.43807638337561,"Chimera 1"
"254",20.660227089694,0.0407166344577442,3.43421159423825,"Chimera 1"
"255",20.5078243429407,0.0411942827892486,3.41713847357352,"Chimera 1"
"256",20.3550469683438,0.0416844675504536,3.49559876842691,"Chimera 1"
"257",20.4437112399862,0.0404093061463439,3.48819660624502,"Chimera 1"
"258",20.1694325126132,0.0412402187216145,3.4670845195748,"Chimera 1"
"259",20.2578753710475,0.0416605738258193,3.1923829636407,"Chimera 1"
"260",19.3145657644402,0.0443763045477463,3.2491867495867,"Chimera 1"
"261",19.4802908211929,0.0437068899508364,3.06281416475101,"Chimera 1"
"262",19.4665077880451,0.0439546052367371,3.05690060159318,"Chimera 1"
"263",19.5360852510579,0.0447096292985797,3.05606122161846,"Chimera 1"
"264",19.3742876391153,0.0447533216846413,3.29627434700969,"Chimera 1"
"265",19.5338100748069,0.0455333062612776,3.26255388409946,"Chimera 1"
"266",19.2914173721394,0.0449405287488223,3.28936320562104,"Chimera 1"
"267",19.1939660274777,0.0444413650494644,3.43420599090773,"Chimera 1"
"268",19.3701067961452,0.0445311380526854,3.43963932441854,"Chimera 1"
"269",19.9748443098132,0.045755422494272,3.17254297050873,"Chimera 1"
"270",19.9798770748634,0.0461564316844825,3.14642429057152,"Chimera 1"
"271",19.9398536115924,0.0461229205602603,3.17751627756382,"Chimera 1"
"272",20.1063979015515,0.0453227487779897,3.2024788790756,"Chimera 1"
"273",20.2235538958084,0.0457017581489544,3.1414565730918,"Chimera 1"
"274",20.2228157268268,0.045045579566485,3.2446839452076,"Chimera 1"
"275",20.3031821666755,0.0447898946920533,3.34675935986332,"Chimera 1"
"276",20.1215477283056,0.0447236974359968,3.32148579507547,"Chimera 1"
"277",19.3358966414162,0.045172143815398,3.42586794284756,"Chimera 1"
"278",19.1878821264721,0.0466404288916773,3.35748743426102,"Chimera 1"
"279",19.0412810820061,0.0466819314475059,3.37085217916975,"Chimera 1"
"280",19.1252200782521,0.0463031112674623,3.36232001752368,"Chimera 1"
"281",19.1066477793831,0.0461219338302058,3.22058417378773,"Chimera 1"
"282",19.2380520715751,0.047247286423108,3.07758507729578,"Chimera 1"
"283",19.2723996944017,0.048708707806394,2.93002718751175,"Chimera 1"
"284",19.7514750523562,0.0488476996624149,2.90712653178256,"Chimera 1"
"285",19.5184483490491,0.0484026772759465,2.9583923153964,"Chimera 1"
"286",19.4150994914391,0.0485969870056384,2.91909119472085,"Chimera 1"
"287",19.7848570326586,0.0482969634689624,2.92903542240473,"Chimera 1"
"288",19.8218619278437,0.047152734039286,3.00752778897818,"Chimera 1"
"289",19.9658929429634,0.0459336301076807,3.08010494986789,"Chimera 1"
"290",20.2055735495185,0.0459207942630273,2.95821456453218,"Chimera 1"
"291",19.7322565542538,0.0466801816021166,3.10963526410775,"Chimera 1"
"292",19.6241110695098,0.046804692138119,3.1954649317008,"Chimera 1"
"293",19.5595627041943,0.0461318037434485,3.09171451150728,"Chimera 1"
"294",19.9094833278356,0.04593207381396,2.9695716061265,"Chimera 1"
"295",20.1237905013408,0.0451404290396499,3.04572871617081,"Chimera 1"
"296",20.1374223613937,0.0450024547415664,3.10947485792984,"Chimera 1"
"297",19.7055737911651,0.0458094297912722,3.24576681335465,"Chimera 1"
"298",19.6248967615305,0.0445187492549357,3.35576748541499,"Chimera 1"
"299",19.7092857118741,0.0444171511786701,3.41630661142287,"Chimera 1"
"300",19.7292137426667,0.0437318341925807,3.7355218864164,"Chimera 1"
"301",19.9036804936768,0.0441331017628603,3.7328789347104,"Chimera 1"
"302",19.9476063368047,0.0424109171656947,3.73927929991972,"Chimera 1"
"303",19.7533243953715,0.0420959378252827,3.67960369955607,"Chimera 1"
"304",20.0178479603867,0.0407300992112809,3.57086644729135,"Chimera 1"
"305",19.865474033843,0.0397242261329829,3.63358058894235,"Chimera 1"
"306",19.8034763490543,0.0400602145193301,3.58197859279299,"Chimera 1"
"307",19.6177211068146,0.0409118904072252,3.5269055778054,"Chimera 1"
"308",19.934443431118,0.0422150297847362,3.4934505405844,"Chimera 1"
"309",20.9825378515963,0.0419306133317757,2.99139183297456,"Chimera 1"
"310",21.0905845825951,0.0418721871244726,3.14482497280896,"Chimera 1"
"311",20.687199718985,0.0402600566291027,3.43211201815041,"Chimera 1"
"312",20.6109153460708,0.0416707226932847,3.18413300870644,"Chimera 1"
"313",20.4415654754256,0.0410285496354186,3.34652891935884,"Chimera 1"
"314",20.6772051349645,0.0406035609888154,3.25438434973272,"Chimera 1"
"315",20.6432894421676,0.0435323731040061,3.22846281556721,"Chimera 1"
"316",20.5905231005843,0.0435583345679372,3.3956137008161,"Chimera 1"
"317",20.6012222558964,0.0427271547487036,3.46488050182155,"Chimera 1"
"318",20.6089691905235,0.0425763685397836,3.3844393941271,"Chimera 1"
"319",20.5693538358468,0.0427438943949673,3.33872062359637,"Chimera 1"
"320",20.9517640172636,0.0426024280756486,3.3379506515849,"Chimera 1"
"321",20.6440140308834,0.0427222103812741,3.4466354223974,"Chimera 1"
"322",20.3928123894663,0.0429971994887876,3.41960384165078,"Chimera 1"
"323",20.4964814733489,0.0428471121788986,3.67649004008557,"Chimera 1"
"324",20.1762995951953,0.0426981832999461,3.44015773979173,"Chimera 1"
"325",20.4879390433233,0.0403273984956969,3.52330349677556,"Chimera 1"
"326",20.5668557381341,0.0408851098425635,3.26841688958651,"Chimera 1"
"327",20.0612509074082,0.0433512649355593,3.19412755336346,"Chimera 1"
"328",19.7902878126766,0.044105914590692,3.16370169906971,"Chimera 1"
"329",19.5358432179503,0.0441098010916838,3.20760740993445,"Chimera 1"
"330",19.6724722199801,0.0450051759239036,3.22545613059122,"Chimera 1"
"331",19.5456348093769,0.0443691079247455,3.2771366087493,"Chimera 1"
"332",19.4535130687668,0.0438947286583698,3.33551158115553,"Chimera 1"
"333",19.9165430168482,0.0435418031066197,3.3361229408303,"Chimera 1"
"334",19.9149473108584,0.0433917143085085,3.4153340687293,"Chimera 1"
"335",20.1257066293098,0.0435034255958707,3.40015178663924,"Chimera 1"
"336",20.5118933820432,0.042271319642479,3.35703670844666,"Chimera 1"
"337",20.5627817695179,0.042168188784836,3.28040688734813,"Chimera 1"
"338",20.198120701663,0.0427328622960835,3.27985354379263,"Chimera 1"
"339",19.3915124541057,0.0440977166671581,3.2409429452655,"Chimera 1"
"340",19.7603282427728,0.0434667245137476,3.11428778765075,"Chimera 1"
"341",19.6012487490325,0.0439068657851253,3.08985856820282,"Chimera 1"
"342",19.8112999538202,0.044116751896555,3.07493405965786,"Chimera 1"
"343",19.9467869072519,0.0439645431275954,2.9290596574797,"Chimera 1"
"344",19.9369680078602,0.0443193660244791,2.93066113527937,"Chimera 1"
"345",20.0997460078496,0.0443039328318191,2.91223306829023,"Chimera 1"
"346",19.9421896073345,0.0428133657090703,3.04851822912864,"Chimera 1"
"347",19.4830478219582,0.0427856763930953,3.14231117151747,"Chimera 1"
"348",19.6317787004974,0.0437513074215398,3.03330746790911,"Chimera 1"
"349",20.1628443351834,0.0426555111216947,3.02387194924545,"Chimera 1"
"350",20.803734273375,0.0416606396440961,3.02062376752509,"Chimera 1"
"351",20.4205700637702,0.0413793542164216,3.15262923618346,"Chimera 1"
"352",20.5717431774274,0.0402906087696712,3.10926017086243,"Chimera 1"
"353",20.4868562151257,0.0406568622229549,3.16273401388924,"Chimera 1"
"354",20.1748029941857,0.0402714870227405,3.22133526310572,"Chimera 1"
"355",20.0039444265542,0.0409938890046111,3.23147154354653,"Chimera 1"
"356",19.8608285840442,0.0419678201156869,3.1878196782099,"Chimera 1"
"357",20.4503833261695,0.0420002681097841,3.16038002652102,"Chimera 1"
"358",20.3799829044973,0.0412954214483072,3.02283726178649,"Chimera 1"
"359",20.4234040929407,0.0414689425657406,3.13909383984294,"Chimera 1"
"360",20.5787603583854,0.0425176719270232,3.15475463339432,"Chimera 1"
"361",20.765683159073,0.0391887571222197,3.21405000295803,"Chimera 1"
"362",20.211353012123,0.0397809335226556,3.23189006106155,"Chimera 1"
"363",20.2937590600798,0.0392154268430124,3.29939984270754,"Chimera 1"
"364",19.3833459779026,0.0398358953657049,3.28395857901458,"Chimera 1"
"365",19.8156088570178,0.0408580055307373,3.29395947133771,"Chimera 1"
"366",19.8697297781347,0.0400184117105784,3.36365637825247,"Chimera 1"
"367",19.5493503194716,0.0407862070645201,3.39542238391617,"Chimera 1"
"368",19.721661892817,0.0415334326399346,3.40380988210666,"Chimera 1"
"369",19.5442605752194,0.0429052617738024,3.31895111351372,"Chimera 1"
"370",19.150368380359,0.0470653625915936,3.29392672053245,"Chimera 1"
"371",19.6106311762549,0.0438292380625368,2.96905750465657,"Chimera 1"
"372",19.6633319496153,0.0450174499155333,3.10849801903752,"Chimera 1"
"373",20.104135613868,0.0434353492668818,3.10289736659131,"Chimera 1"
"374",19.9319205683265,0.0419655007276878,3.43305137944679,"Chimera 1"
"375",19.4696660968361,0.0420752136358968,3.44567442227068,"Chimera 1"
"376",19.3269973703973,0.0435653469450759,3.3407731421491,"Chimera 1"
"377",19.7297984654326,0.0429197606487495,3.24376275103054,"Chimera 1"
"378",19.4697209337854,0.0432834444943606,3.2212702534064,"Chimera 1"
"379",19.4061309339485,0.0437491606220691,3.14988113587268,"Chimera 1"
