ID,Chimera,DayPostInfection,Dose,RT-PCR, TiterFFU50,TiterFFUMos
1256,Chimeric 8,7,10000,0,0,0
1257,Chimeric 8,7,10000,0,0,0
1258,Chimeric 8,7,10000,0,0,0
1259,Chimeric 8,7,10000,0,0,0
1260,Chimeric 8,7,10000,0,0,0
1261,Chimeric 8,7,10000,0,0,0
1262,Chimeric 8,7,10000,0,0,0
1263,Chimeric 8,7,10000,1,0,0
1264,Chimeric 8,7,10000,1,0,0
1265,Chimeric 8,7,10000,0,0,0
1266,Chimeric 8,7,10000,0,0,0
1267,Chimeric 8,7,10000,0,0,0
1268,Chimeric 8,7,10000,1,0,0
1269,Chimeric 8,7,10000,1,0,0
1270,Chimeric 8,7,10000,0,0,0
1271,Chimeric 8,7,10000,0,0,0
1272,Chimeric 8,7,10000,1,0,0
1273,Chimeric 8,7,10000,0,0,0
